match_number,team,player_name,career_ipl_matches_before_match
26,Delhi Capitals,Kuldeep Yadav,103
26,Delhi Capitals,T Natarajan,68
27,Sunrisers Hyderabad,Abhishek Sharma,82
27,Sunrisers Hyderabad,TM Head,43
27,Sunrisers Hyderabad,Ishan Kishan,124
27,Sunrisers Hyderabad,H Klaasen,54
27,Sunrisers Hyderabad,Aniket Verma,19
27,Sunrisers Hyderabad,Nithish Kumar Reddy,33
27,Sunrisers Hyderabad,S Arora,4
27,Sunrisers Hyderabad,LS Livingstone,50
27,Sunrisers Hyderabad,Shivang Kumar,4
27,Sunrisers Hyderabad,PP Hinge,1
27,Sunrisers Hyderabad,Sakib Hussain,1
27,Sunrisers Hyderabad,E Malinga,12
27,Chennai Super Kings,Gurjapneet Singh,2
27,Chennai Super Kings,SV Samson,181
27,Chennai Super Kings,RD Gaikwad,76
27,Chennai Super Kings,A Mhatre,12
27,Chennai Super Kings,MW Short,7
27,Chennai Super Kings,SN Khan,55
27,Chennai Super Kings,D Brevis,18
27,Chennai Super Kings,S Dube,84
27,Chennai Super Kings,J Overton,7
27,Chennai Super Kings,A Kamboj,16
27,Chennai Super Kings,Noor Ahmad,42
27,Chennai Super Kings,Mukesh Choudhary,16
28,Rajasthan Royals,Yash Raj Punja,0
28,Rajasthan Royals,YBK Jaiswal,71
28,Rajasthan Royals,V Suryavanshi,12
28,Rajasthan Royals,Dhruv Jurel,46
28,Rajasthan Royals,R Parag,88
28,Rajasthan Royals,SO Hetmyer,90
28,Rajasthan Royals,D Ferreira,7
28,Rajasthan Royals,RA Jadeja,258
28,Rajasthan Royals,JC Archer,57
28,Rajasthan Royals,Ravi Bishnoi,82
28,Rajasthan Royals,Brijesh Sharma,2
28,Rajasthan Royals,N Burger,10
28,Kolkata Knight Riders,CV Varun,87
28,Kolkata Knight Riders,TL Seifert,4
28,Kolkata Knight Riders,AM Rahane,204
28,Kolkata Knight Riders,A Raghuvanshi,28
28,Kolkata Knight Riders,C Green,35
28,Kolkata Knight Riders,R Powell,32
28,Kolkata Knight Riders,RK Singh,64
28,Kolkata Knight Riders,Ramandeep Singh,36
28,Kolkata Knight Riders,AS Roy,17
28,Kolkata Knight Riders,SP Narine,193
28,Kolkata Knight Riders,VG Arora,38
28,Kolkata Knight Riders,Kartik Tyagi,26
29,Punjab Kings,Vijaykumar Vyshak,21
29,Punjab Kings,Priyansh Arya,22
29,Punjab Kings,P Simran Singh,57
29,Punjab Kings,C Connolly,5
29,Punjab Kings,SS Iyer,138
29,Punjab Kings,MP Stoinis,115
29,Punjab Kings,N Wadhera,41
29,Punjab Kings,Shashank Singh,47
29,Punjab Kings,M Jansen,41
29,Punjab Kings,XC Bartlett,9
29,Punjab Kings,Arshdeep Singh,88
29,Punjab Kings,YS Chahal,180
29,Lucknow Super Giants,Mohsin Khan,25
29,Lucknow Super Giants,MR Marsh,60
29,Lucknow Super Giants,A Badoni,61
29,Lucknow Super Giants,RR Pant,130
29,Lucknow Super Giants,N Pooran,95
29,Lucknow Super Giants,AK Markram,62
29,Lucknow Super Giants,MD Choudhary,5
29,Lucknow Super Giants,Himmat Singh,3
29,Lucknow Super Giants,Mohammed Shami,124
29,Lucknow Super Giants,Avesh Khan,79
29,Lucknow Super Giants,Prince Yadav,11
29,Lucknow Super Giants,M Siddharth,7
30,Mumbai Indians,Q de Kock,116
30,Mumbai Indians,DV Malewar,0
30,Mumbai Indians,Naman Dhir,28
30,Mumbai Indians,SA Yadav,171
30,Mumbai Indians,Tilak Varma,59
30,Mumbai Indians,HH Pandya,156
30,Mumbai Indians,SE Rutherford,28
30,Mumbai Indians,MJ Santner,33
30,Mumbai Indians,Krish Bhagat,0
30,Mumbai Indians,JJ Bumrah,150
30,Mumbai Indians,AM Ghazanfar,3
30,Mumbai Indians,Ashwani Kumar,6
30,Gujarat Titans,M Prasidh Krishna,71
30,Gujarat Titans,B Sai Sudharsan,45
30,Gujarat Titans,Shubman Gill,122
30,Gujarat Titans,JC Buttler,126
30,Gujarat Titans,Washington Sundar,71
30,Gujarat Titans,GD Phillips,13
30,Gujarat Titans,R Tewatia,113
30,Gujarat Titans,M Shahrukh Khan,60
30,Gujarat Titans,Rashid Khan,141
30,Gujarat Titans,K Rabada,89
30,Gujarat Titans,Ashok Sharma,5
30,Gujarat Titans,Mohammed Siraj,113
31,Sunrisers Hyderabad,D Madushanka,0
31,Sunrisers Hyderabad,Abhishek Sharma,83
31,Sunrisers Hyderabad,TM Head,44
31,Sunrisers Hyderabad,Ishan Kishan,125
31,Sunrisers Hyderabad,H Klaasen,55
31,Sunrisers Hyderabad,S Arora,5
31,Sunrisers Hyderabad,Aniket Verma,20
31,Sunrisers Hyderabad,Nithish Kumar Reddy,34
31,Sunrisers Hyderabad,Shivang Kumar,5
31,Sunrisers Hyderabad,Harsh Dubey,8
31,Sunrisers Hyderabad,Sakib Hussain,2
31,Sunrisers Hyderabad,E Malinga,13
31,Delhi Capitals,Mukesh Kumar,37
31,Delhi Capitals,P Nissanka,5
31,Delhi Capitals,KL Rahul,151
31,Delhi Capitals,N Rana,121
31,Delhi Capitals,Sameer Rizvi,19
31,Delhi Capitals,DA Miller,146
31,Delhi Capitals,T Stubbs,38
31,Delhi Capitals,Ashutosh Sharma,25
31,Delhi Capitals,AR Patel,168
31,Delhi Capitals,Kuldeep Yadav,104
31,Delhi Capitals,L Ngidi,21
31,Delhi Capitals,T Natarajan,69
32,Rajasthan Royals,YBK Jaiswal,72
32,Rajasthan Royals,V Suryavanshi,13
32,Rajasthan Royals,Dhruv Jurel,47
32,Rajasthan Royals,R Parag,89
32,Rajasthan Royals,SO Hetmyer,91
32,Rajasthan Royals,RA Jadeja,259
32,Rajasthan Royals,D Ferreira,8
32,Rajasthan Royals,SB Dubey,13
32,Rajasthan Royals,JC Archer,58
32,Rajasthan Royals,N Burger,11
32,Rajasthan Royals,Brijesh Sharma,3
32,Rajasthan Royals,Ravi Bishnoi,83
32,Lucknow Super Giants,Prince Yadav,12
32,Lucknow Super Giants,MR Marsh,61
32,Lucknow Super Giants,A Badoni,62
32,Lucknow Super Giants,RR Pant,131
32,Lucknow Super Giants,AK Markram,63
32,Lucknow Super Giants,N Pooran,96
32,Lucknow Super Giants,Himmat Singh,4
32,Lucknow Super Giants,MD Choudhary,6
32,Lucknow Super Giants,Mohammed Shami,125
32,Lucknow Super Giants,MP Yadav,6
32,Lucknow Super Giants,DS Rathi,17
32,Lucknow Super Giants,Mohsin Khan,26
33,Chennai Super Kings,SV Samson,182
33,Chennai Super Kings,RD Gaikwad,77
33,Chennai Super Kings,SN Khan,56
33,Chennai Super Kings,S Dube,85
33,Chennai Super Kings,D Brevis,19
33,Chennai Super Kings,Kartik Sharma,3
33,Chennai Super Kings,J Overton,8
33,Chennai Super Kings,AJ Hosein,3
33,Chennai Super Kings,Noor Ahmad,43
33,Chennai Super Kings,A Kamboj,17
33,Chennai Super Kings,Mukesh Choudhary,17
33,Chennai Super Kings,Gurjapneet Singh,3
33,Mumbai Indians,MJ Santner,34
33,Mumbai Indians,AM Ghazanfar,4
33,Mumbai Indians,Q de Kock,117
33,Mumbai Indians,DV Malewar,1
33,Mumbai Indians,Naman Dhir,29
33,Mumbai Indians,SA Yadav,172
33,Mumbai Indians,Tilak Varma,60
33,Mumbai Indians,HH Pandya,157
33,Mumbai Indians,SE Rutherford,29
33,Mumbai Indians,SN Thakur,110
33,Mumbai Indians,Krish Bhagat,1
33,Mumbai Indians,Ashwani Kumar,7
34,Gujarat Titans,R Tewatia,114
34,Gujarat Titans,B Sai Sudharsan,46
34,Gujarat Titans,Shubman Gill,123
34,Gujarat Titans,JC Buttler,127
34,Gujarat Titans,Washington Sundar,72
34,Gujarat Titans,JO Holder,46
34,Gujarat Titans,M Shahrukh Khan,61
34,Gujarat Titans,Rashid Khan,142
34,Gujarat Titans,MJ Suthar,1
34,Gujarat Titans,K Rabada,90
34,Gujarat Titans,Mohammed Siraj,114
34,Gujarat Titans,M Prasidh Krishna,72
34,Royal Challengers Bengaluru,Suyash Sharma,32
34,Royal Challengers Bengaluru,JG Bethell,2
34,Royal Challengers Bengaluru,V Kohli,272
34,Royal Challengers Bengaluru,D Padikkal,80
34,Royal Challengers Bengaluru,RM Patidar,48
34,Royal Challengers Bengaluru,JM Sharma,61
34,Royal Challengers Bengaluru,TH David,56
34,Royal Challengers Bengaluru,KH Pandya,148
34,Royal Challengers Bengaluru,R Shepherd,24
34,Royal Challengers Bengaluru,B Kumar,196
34,Royal Challengers Bengaluru,JR Hazlewood,42
34,Royal Challengers Bengaluru,Rasikh Salam,16
35,Delhi Capitals,Auqib Nabi,2
35,Delhi Capitals,V Nigam,17
35,Delhi Capitals,P Nissanka,6
35,Delhi Capitals,KL Rahul,152
35,Delhi Capitals,N Rana,122
35,Delhi Capitals,DA Miller,147
35,Delhi Capitals,Sameer Rizvi,20
35,Delhi Capitals,AR Patel,169
35,Delhi Capitals,T Stubbs,39
35,Delhi Capitals,L Ngidi,22
35,Delhi Capitals,Kuldeep Yadav,105
35,Delhi Capitals,T Natarajan,70
35,Punjab Kings,YS Chahal,181
35,Punjab Kings,Priyansh Arya,23
35,Punjab Kings,P Simran Singh,58
35,Punjab Kings,C Connolly,6
35,Punjab Kings,SS Iyer,139
35,Punjab Kings,N Wadhera,42
35,Punjab Kings,Shashank Singh,48
35,Punjab Kings,MP Stoinis,116
35,Punjab Kings,M Jansen,42
35,Punjab Kings,XC Bartlett,10
35,Punjab Kings,Vijaykumar Vyshak,22
35,Punjab Kings,Arshdeep Singh,89
36,Rajasthan Royals,Ravi Bishnoi,84
36,Rajasthan Royals,YBK Jaiswal,73
36,Rajasthan Royals,V Suryavanshi,14
36,Rajasthan Royals,Dhruv Jurel,48
36,Rajasthan Royals,R Parag,90
36,Rajasthan Royals,D Ferreira,9
36,Rajasthan Royals,SO Hetmyer,92
36,Rajasthan Royals,RA Jadeja,260
36,Rajasthan Royals,JC Archer,59
36,Rajasthan Royals,TU Deshpande,49
36,Rajasthan Royals,N Burger,12
36,Rajasthan Royals,Brijesh Sharma,4
36,Sunrisers Hyderabad,Sakib Hussain,3
36,Sunrisers Hyderabad,TM Head,45
36,Sunrisers Hyderabad,Abhishek Sharma,84
36,Sunrisers Hyderabad,Ishan Kishan,126
36,Sunrisers Hyderabad,H Klaasen,56
36,Sunrisers Hyderabad,Nithish Kumar Reddy,35
36,Sunrisers Hyderabad,S Arora,6
36,Sunrisers Hyderabad,Aniket Verma,21
36,Sunrisers Hyderabad,PJ Cummins,72
36,Sunrisers Hyderabad,Shivang Kumar,6
36,Sunrisers Hyderabad,E Malinga,14
36,Sunrisers Hyderabad,PP Hinge,2
37,Chennai Super Kings,SV Samson,183
37,Chennai Super Kings,RD Gaikwad,78
37,Chennai Super Kings,Urvil Patel,3
37,Chennai Super Kings,SN Khan,57
37,Chennai Super Kings,D Brevis,20
37,Chennai Super Kings,S Dube,86
37,Chennai Super Kings,Kartik Sharma,4
37,Chennai Super Kings,J Overton,9
37,Chennai Super Kings,AJ Hosein,4
37,Chennai Super Kings,Noor Ahmad,44
37,Chennai Super Kings,A Kamboj,18
37,Chennai Super Kings,Gurjapneet Singh,4
37,Gujarat Titans,B Sai Sudharsan,47
37,Gujarat Titans,Shubman Gill,124
37,Gujarat Titans,JC Buttler,128
37,Gujarat Titans,Washington Sundar,73
37,Gujarat Titans,M Shahrukh Khan,62
37,Gujarat Titans,JO Holder,47
37,Gujarat Titans,Rashid Khan,143
37,Gujarat Titans,Arshad Khan,18
37,Gujarat Titans,K Rabada,91
37,Gujarat Titans,Mohammed Siraj,115
37,Gujarat Titans,MJ Suthar,2
37,Gujarat Titans,Gujarat Titans Substitute 12,17
38,Kolkata Knight Riders,CV Varun,88
38,Kolkata Knight Riders,AM Rahane,205
38,Kolkata Knight Riders,TL Seifert,5
38,Kolkata Knight Riders,A Raghuvanshi,29
38,Kolkata Knight Riders,C Green,36
38,Kolkata Knight Riders,R Powell,33
38,Kolkata Knight Riders,RK Singh,65
38,Kolkata Knight Riders,AS Roy,18
38,Kolkata Knight Riders,Ramandeep Singh,37
38,Kolkata Knight Riders,SP Narine,194
38,Kolkata Knight Riders,VG Arora,39
38,Kolkata Knight Riders,Kartik Tyagi,27
38,Lucknow Super Giants,Mohsin Khan,27
38,Lucknow Super Giants,AK Markram,64
38,Lucknow Super Giants,MR Marsh,62
38,Lucknow Super Giants,RR Pant,132
38,Lucknow Super Giants,N Pooran,97
38,Lucknow Super Giants,A Badoni,63
38,Lucknow Super Giants,MD Choudhary,7
38,Lucknow Super Giants,Himmat Singh,5
38,Lucknow Super Giants,GF Linde,2
38,Lucknow Super Giants,Mohammed Shami,126
38,Lucknow Super Giants,Prince Yadav,13
38,Lucknow Super Giants,DS Rathi,18
39,Delhi Capitals,SU Parakh,0
39,Delhi Capitals,KL Rahul,153
39,Delhi Capitals,N Rana,123
39,Delhi Capitals,Sameer Rizvi,21
39,Delhi Capitals,T Stubbs,40
39,Delhi Capitals,AR Patel,170
39,Delhi Capitals,Abishek Porel,32
39,Delhi Capitals,DA Miller,148
39,Delhi Capitals,KA Jamieson,13
39,Delhi Capitals,Kuldeep Yadav,106
39,Delhi Capitals,PVD Chameera,20
39,Delhi Capitals,T Natarajan,71
39,Royal Challengers Bengaluru,Suyash Sharma,33
39,Royal Challengers Bengaluru,JG Bethell,3
39,Royal Challengers Bengaluru,V Kohli,273
39,Royal Challengers Bengaluru,D Padikkal,81
39,Royal Challengers Bengaluru,RM Patidar,49
39,Royal Challengers Bengaluru,JM Sharma,62
39,Royal Challengers Bengaluru,TH David,57
39,Royal Challengers Bengaluru,R Shepherd,25
39,Royal Challengers Bengaluru,KH Pandya,149
39,Royal Challengers Bengaluru,B Kumar,197
39,Royal Challengers Bengaluru,JR Hazlewood,43
39,Royal Challengers Bengaluru,Rasikh Salam,17
40,Punjab Kings,Harpreet Brar,49
40,Punjab Kings,P Simran Singh,59
40,Punjab Kings,Priyansh Arya,24
40,Punjab Kings,C Connolly,7
40,Punjab Kings,SS Iyer,140
40,Punjab Kings,MP Stoinis,117
40,Punjab Kings,Suryansh Shedge,5
40,Punjab Kings,N Wadhera,43
40,Punjab Kings,M Jansen,43
40,Punjab Kings,LH Ferguson,49
40,Punjab Kings,Arshdeep Singh,90
40,Punjab Kings,YS Chahal,182
40,Rajasthan Royals,Yash Raj Punja,1
40,Rajasthan Royals,YBK Jaiswal,74
40,Rajasthan Royals,V Suryavanshi,15
40,Rajasthan Royals,Dhruv Jurel,49
40,Rajasthan Royals,R Parag,91
40,Rajasthan Royals,D Ferreira,10
40,Rajasthan Royals,SB Dubey,14
40,Rajasthan Royals,RA Jadeja,261
40,Rajasthan Royals,MD Shanaka,3
40,Rajasthan Royals,JC Archer,60
40,Rajasthan Royals,N Burger,13
40,Rajasthan Royals,Brijesh Sharma,5
41,Mumbai Indians,SN Thakur,111
41,Mumbai Indians,WG Jacks,21
41,Mumbai Indians,RD Rickelton,19
41,Mumbai Indians,SA Yadav,173
41,Mumbai Indians,Naman Dhir,30
41,Mumbai Indians,HH Pandya,158
41,Mumbai Indians,Tilak Varma,61
41,Mumbai Indians,R Minz,2
41,Mumbai Indians,TA Boult,122
41,Mumbai Indians,JJ Bumrah,151
41,Mumbai Indians,AM Ghazanfar,5
41,Mumbai Indians,Ashwani Kumar,8
41,Sunrisers Hyderabad,Sakib Hussain,4
41,Sunrisers Hyderabad,Aniket Verma,22
41,Sunrisers Hyderabad,Abhishek Sharma,85
41,Sunrisers Hyderabad,TM Head,46
41,Sunrisers Hyderabad,Ishan Kishan,127
41,Sunrisers Hyderabad,H Klaasen,57
41,Sunrisers Hyderabad,Nithish Kumar Reddy,36
41,Sunrisers Hyderabad,S Arora,7
41,Sunrisers Hyderabad,PJ Cummins,73
41,Sunrisers Hyderabad,Harsh Dubey,9
41,Sunrisers Hyderabad,PP Hinge,3
41,Sunrisers Hyderabad,E Malinga,15
42,Royal Challengers Bengaluru,JG Bethell,4
42,Royal Challengers Bengaluru,V Kohli,274
42,Royal Challengers Bengaluru,D Padikkal,82
42,Royal Challengers Bengaluru,RM Patidar,50
42,Royal Challengers Bengaluru,JM Sharma,63
42,Royal Challengers Bengaluru,TH David,58
42,Royal Challengers Bengaluru,KH Pandya,150
42,Royal Challengers Bengaluru,R Shepherd,26
42,Royal Challengers Bengaluru,VR Iyer,62
42,Royal Challengers Bengaluru,B Kumar,198
42,Royal Challengers Bengaluru,JR Hazlewood,44
42,Royal Challengers Bengaluru,Suyash Sharma,34
42,Gujarat Titans,Mohammed Siraj,116
42,Gujarat Titans,B Sai Sudharsan,48
42,Gujarat Titans,Shubman Gill,125
42,Gujarat Titans,JC Buttler,129
42,Gujarat Titans,Washington Sundar,74
42,Gujarat Titans,M Shahrukh Khan,63
42,Gujarat Titans,R Tewatia,115
42,Gujarat Titans,JO Holder,48
42,Gujarat Titans,Rashid Khan,144
42,Gujarat Titans,Arshad Khan,19
42,Gujarat Titans,K Rabada,92
42,Gujarat Titans,MJ Suthar,3
43,Rajasthan Royals,TU Deshpande,50
43,Rajasthan Royals,YBK Jaiswal,75
43,Rajasthan Royals,V Suryavanshi,16
43,Rajasthan Royals,Dhruv Jurel,50
43,Rajasthan Royals,R Parag,92
43,Rajasthan Royals,RA Jadeja,262
43,Rajasthan Royals,D Ferreira,11
43,Rajasthan Royals,SB Dubey,15
43,Rajasthan Royals,JC Archer,61
43,Rajasthan Royals,Ravi Bishnoi,85
43,Rajasthan Royals,N Burger,14
43,Rajasthan Royals,Brijesh Sharma,6
43,Delhi Capitals,P Nissanka,7
43,Delhi Capitals,KL Rahul,154
43,Delhi Capitals,N Rana,124
43,Delhi Capitals,T Stubbs,41
43,Delhi Capitals,Ashutosh Sharma,26
43,Delhi Capitals,Sameer Rizvi,22
43,Delhi Capitals,AR Patel,171
43,Delhi Capitals,KA Jamieson,14
43,Delhi Capitals,MA Starc,52
43,Delhi Capitals,Kuldeep Yadav,107
43,Delhi Capitals,T Natarajan,72
43,Delhi Capitals,Delhi Capitals Substitute 12,66
44,Mumbai Indians,Raghu Sharma,0
44,Mumbai Indians,WG Jacks,22
44,Mumbai Indians,RD Rickelton,20
44,Mumbai Indians,Naman Dhir,31
44,Mumbai Indians,SA Yadav,174
44,Mumbai Indians,Tilak Varma,62
44,Mumbai Indians,HH Pandya,159
44,Mumbai Indians,R Minz,3
44,Mumbai Indians,Krish Bhagat,2
44,Mumbai Indians,TA Boult,123
44,Mumbai Indians,JJ Bumrah,152
44,Mumbai Indians,AM Ghazanfar,6
44,Chennai Super Kings,Mukesh Choudhary,18
44,Chennai Super Kings,SV Samson,184
44,Chennai Super Kings,RD Gaikwad,79
44,Chennai Super Kings,Urvil Patel,4
44,Chennai Super Kings,Kartik Sharma,5
44,Chennai Super Kings,D Brevis,21
44,Chennai Super Kings,S Dube,87
44,Chennai Super Kings,J Overton,10
44,Chennai Super Kings,RS Ghosh,0
44,Chennai Super Kings,PR Veer,2
44,Chennai Super Kings,Noor Ahmad,45
44,Chennai Super Kings,A Kamboj,19
45,Sunrisers Hyderabad,Sakib Hussain,5
45,Sunrisers Hyderabad,Abhishek Sharma,86
45,Sunrisers Hyderabad,TM Head,47
45,Sunrisers Hyderabad,Ishan Kishan,128
45,Sunrisers Hyderabad,H Klaasen,58
45,Sunrisers Hyderabad,R Smaran,0
45,Sunrisers Hyderabad,Aniket Verma,23
45,Sunrisers Hyderabad,S Arora,8
45,Sunrisers Hyderabad,PJ Cummins,74
45,Sunrisers Hyderabad,Shivang Kumar,7
45,Sunrisers Hyderabad,HV Patel,121
45,Sunrisers Hyderabad,E Malinga,16
45,Kolkata Knight Riders,VG Arora,40
45,Kolkata Knight Riders,AM Rahane,206
45,Kolkata Knight Riders,FH Allen,5
45,Kolkata Knight Riders,A Raghuvanshi,30
45,Kolkata Knight Riders,RK Singh,66
45,Kolkata Knight Riders,C Green,37
45,Kolkata Knight Riders,R Powell,34
45,Kolkata Knight Riders,MK Pandey,174
45,Kolkata Knight Riders,SP Narine,195
45,Kolkata Knight Riders,AS Roy,19
45,Kolkata Knight Riders,Kartik Tyagi,28
45,Kolkata Knight Riders,CV Varun,89
46,Punjab Kings,Priyansh Arya,25
46,Punjab Kings,P Simran Singh,60
46,Punjab Kings,C Connolly,8
46,Punjab Kings,SS Iyer,141
46,Punjab Kings,N Wadhera,44
46,Punjab Kings,Suryansh Shedge,6
46,Punjab Kings,MP Stoinis,118
46,Punjab Kings,M Jansen,44
46,Punjab Kings,XC Bartlett,11
46,Punjab Kings,Vijaykumar Vyshak,23
46,Punjab Kings,Arshdeep Singh,91
46,Punjab Kings,YS Chahal,183
46,Gujarat Titans,Mohammed Siraj,117
46,Gujarat Titans,B Sai Sudharsan,49
46,Gujarat Titans,Shubman Gill,126
46,Gujarat Titans,JC Buttler,130
46,Gujarat Titans,N Sindhu,0
46,Gujarat Titans,Washington Sundar,75
46,Gujarat Titans,R Tewatia,116
46,Gujarat Titans,JO Holder,49
46,Gujarat Titans,Arshad Khan,20
46,Gujarat Titans,Rashid Khan,145
46,Gujarat Titans,K Rabada,93
46,Gujarat Titans,MJ Suthar,4
47,Lucknow Super Giants,M Siddharth,8
47,Lucknow Super Giants,MR Marsh,63
47,Lucknow Super Giants,JP Inglis,12
47,Lucknow Super Giants,N Pooran,98
47,Lucknow Super Giants,RR Pant,133
47,Lucknow Super Giants,AK Markram,65
47,Lucknow Super Giants,Akshat Raghuwanshi,0
47,Lucknow Super Giants,Himmat Singh,6
47,Lucknow Super Giants,Mohammed Shami,127
47,Lucknow Super Giants,Mohsin Khan,28
47,Lucknow Super Giants,Avesh Khan,80
47,Lucknow Super Giants,Prince Yadav,14
47,Mumbai Indians,Raghu Sharma,1
47,Mumbai Indians,RD Rickelton,21
47,Mumbai Indians,RG Sharma,276
47,Mumbai Indians,Tilak Varma,63
47,Mumbai Indians,SA Yadav,175
47,Mumbai Indians,Naman Dhir,32
47,Mumbai Indians,WG Jacks,23
47,Mumbai Indians,RA Bawa,5
47,Mumbai Indians,C Bosch,4
47,Mumbai Indians,DL Chahar,98
47,Mumbai Indians,JJ Bumrah,153
47,Mumbai Indians,AM Ghazanfar,7
48,Delhi Capitals,P Nissanka,8
48,Delhi Capitals,KL Rahul,155
48,Delhi Capitals,N Rana,125
48,Delhi Capitals,KK Nair,85
48,Delhi Capitals,AR Patel,172
48,Delhi Capitals,T Stubbs,42
48,Delhi Capitals,Sameer Rizvi,23
48,Delhi Capitals,Ashutosh Sharma,27
48,Delhi Capitals,MA Starc,53
48,Delhi Capitals,L Ngidi,23
48,Delhi Capitals,Kuldeep Yadav,108
48,Delhi Capitals,T Natarajan,73
48,Chennai Super Kings,SV Samson,185
48,Chennai Super Kings,RD Gaikwad,80
48,Chennai Super Kings,Urvil Patel,5
48,Chennai Super Kings,Kartik Sharma,6
48,Chennai Super Kings,D Brevis,22
48,Chennai Super Kings,J Overton,11
48,Chennai Super Kings,AJ Hosein,5
48,Chennai Super Kings,Noor Ahmad,46
48,Chennai Super Kings,A Kamboj,20
48,Chennai Super Kings,Mukesh Choudhary,19
48,Chennai Super Kings,Gurjapneet Singh,5
48,Chennai Super Kings,Chennai Super Kings Substitute 12,208
49,Sunrisers Hyderabad,Harsh Dubey,10
49,Sunrisers Hyderabad,Abhishek Sharma,87
49,Sunrisers Hyderabad,TM Head,48
49,Sunrisers Hyderabad,Ishan Kishan,129
49,Sunrisers Hyderabad,H Klaasen,59
49,Sunrisers Hyderabad,Nithish Kumar Reddy,37
49,Sunrisers Hyderabad,S Arora,9
49,Sunrisers Hyderabad,R Smaran,1
49,Sunrisers Hyderabad,PJ Cummins,75
49,Sunrisers Hyderabad,Shivang Kumar,8
49,Sunrisers Hyderabad,E Malinga,17
49,Sunrisers Hyderabad,Sakib Hussain,6
49,Punjab Kings,YS Chahal,184
49,Punjab Kings,Priyansh Arya,26
49,Punjab Kings,P Simran Singh,61
49,Punjab Kings,C Connolly,9
49,Punjab Kings,SS Iyer,142
49,Punjab Kings,MP Stoinis,119
49,Punjab Kings,Suryansh Shedge,7
49,Punjab Kings,Shashank Singh,49
49,Punjab Kings,M Jansen,45
49,Punjab Kings,Vijaykumar Vyshak,24
49,Punjab Kings,LH Ferguson,50
49,Punjab Kings,Arshdeep Singh,92
50,Lucknow Super Giants,MP Yadav,7
50,Lucknow Super Giants,MR Marsh,64
50,Lucknow Super Giants,AA Kulkarni,2
50,Lucknow Super Giants,N Pooran,99
50,Lucknow Super Giants,RR Pant,134
50,Lucknow Super Giants,AK Markram,66
50,Lucknow Super Giants,Akshat Raghuwanshi,1
50,Lucknow Super Giants,Himmat Singh,7
50,Lucknow Super Giants,Shahbaz Ahmed,59
50,Lucknow Super Giants,DS Rathi,19
50,Lucknow Super Giants,Mohammed Shami,128
50,Lucknow Super Giants,Prince Yadav,15
50,Royal Challengers Bengaluru,Suyash Sharma,35
50,Royal Challengers Bengaluru,JG Bethell,5
50,Royal Challengers Bengaluru,V Kohli,275
50,Royal Challengers Bengaluru,D Padikkal,83
50,Royal Challengers Bengaluru,RM Patidar,51
50,Royal Challengers Bengaluru,JM Sharma,64
50,Royal Challengers Bengaluru,TH David,59
50,Royal Challengers Bengaluru,KH Pandya,151
50,Royal Challengers Bengaluru,R Shepherd,27
50,Royal Challengers Bengaluru,B Kumar,199
50,Royal Challengers Bengaluru,JR Hazlewood,45
50,Royal Challengers Bengaluru,Rasikh Salam,18
51,Delhi Capitals,Kuldeep Yadav,109
51,Delhi Capitals,P Nissanka,9
51,Delhi Capitals,KL Rahul,156
51,Delhi Capitals,N Rana,126
51,Delhi Capitals,Sameer Rizvi,24
51,Delhi Capitals,T Stubbs,43
51,Delhi Capitals,AR Patel,173
51,Delhi Capitals,Ashutosh Sharma,28
51,Delhi Capitals,V Nigam,18
51,Delhi Capitals,MA Starc,54
51,Delhi Capitals,L Ngidi,24
51,Delhi Capitals,Mukesh Kumar,38
51,Kolkata Knight Riders,CV Varun,90
51,Kolkata Knight Riders,AM Rahane,207
51,Kolkata Knight Riders,FH Allen,6
51,Kolkata Knight Riders,A Raghuvanshi,31
51,Kolkata Knight Riders,C Green,38
51,Kolkata Knight Riders,R Powell,35
51,Kolkata Knight Riders,MK Pandey,175
51,Kolkata Knight Riders,RK Singh,67
51,Kolkata Knight Riders,SP Narine,196
51,Kolkata Knight Riders,AS Roy,20
51,Kolkata Knight Riders,Kartik Tyagi,29
51,Kolkata Knight Riders,VG Arora,41
52,Gujarat Titans,R Sai Kishore,25
52,Gujarat Titans,B Sai Sudharsan,50
52,Gujarat Titans,Shubman Gill,127
52,Gujarat Titans,JC Buttler,131
52,Gujarat Titans,Washington Sundar,76
52,Gujarat Titans,JO Holder,50
52,Gujarat Titans,R Tewatia,117
52,Gujarat Titans,N Sindhu,1
52,Gujarat Titans,Rashid Khan,146
52,Gujarat Titans,Arshad Khan,21
52,Gujarat Titans,K Rabada,94
52,Gujarat Titans,Mohammed Siraj,118
52,Rajasthan Royals,Yash Raj Punja,2
52,Rajasthan Royals,YBK Jaiswal,76
52,Rajasthan Royals,V Suryavanshi,17
52,Rajasthan Royals,Dhruv Jurel,51
52,Rajasthan Royals,SO Hetmyer,93
52,Rajasthan Royals,RA Jadeja,263
52,Rajasthan Royals,D Ferreira,12
52,Rajasthan Royals,SB Dubey,16
52,Rajasthan Royals,MD Shanaka,4
52,Rajasthan Royals,JC Archer,62
52,Rajasthan Royals,TU Deshpande,51
52,Rajasthan Royals,Brijesh Sharma,7
53,Lucknow Super Giants,JP Inglis,13
53,Lucknow Super Giants,MR Marsh,65
53,Lucknow Super Giants,N Pooran,100
53,Lucknow Super Giants,RR Pant,135
53,Lucknow Super Giants,AK Markram,67
