match_number,team,player_name,batting_position_if_available,captain_flag,wicketkeeper_flag,is_impact_player,playing_order
20,Royal Challengers Bengaluru,Rasikh Salam,,0,0,0,1
20,Royal Challengers Bengaluru,PD Salt,1,0,0,0,2
20,Royal Challengers Bengaluru,V Kohli,2,0,0,0,3
20,Royal Challengers Bengaluru,RM Patidar,3,1,0,0,4
20,Royal Challengers Bengaluru,TH David,4,0,0,0,5
20,Royal Challengers Bengaluru,JM Sharma,5,0,1,0,6
20,Royal Challengers Bengaluru,R Shepherd,6,0,0,0,7
20,Royal Challengers Bengaluru,D Padikkal,,0,0,0,8
20,Royal Challengers Bengaluru,KH Pandya,,0,0,0,9
20,Royal Challengers Bengaluru,B Kumar,,0,0,0,10
20,Royal Challengers Bengaluru,JA Duffy,,0,0,0,11
20,Royal Challengers Bengaluru,Suyash Sharma,,0,0,1,12
20,Mumbai Indians,M Markande,,0,0,0,1
20,Mumbai Indians,RD Rickelton,1,0,0,0,2
20,Mumbai Indians,RG Sharma,2,0,0,0,3
20,Mumbai Indians,SA Yadav,3,0,0,0,4
20,Mumbai Indians,Tilak Varma,4,0,0,0,5
20,Mumbai Indians,HH Pandya,5,1,0,0,6
20,Mumbai Indians,SE Rutherford,6,0,0,0,7
20,Mumbai Indians,Naman Dhir,7,0,0,0,8
20,Mumbai Indians,MJ Santner,8,0,0,0,9
20,Mumbai Indians,SN Thakur,,0,0,0,10
20,Mumbai Indians,JJ Bumrah,,0,0,0,11
20,Mumbai Indians,TA Boult,,0,0,1,12
21,Sunrisers Hyderabad,Sakib Hussain,,0,0,0,1
21,Sunrisers Hyderabad,Abhishek Sharma,1,0,0,0,2
21,Sunrisers Hyderabad,TM Head,2,0,0,0,3
21,Sunrisers Hyderabad,Ishan Kishan,3,1,1,0,4
21,Sunrisers Hyderabad,H Klaasen,4,0,1,0,5
21,Sunrisers Hyderabad,Nithish Kumar Reddy,5,0,0,0,6
21,Sunrisers Hyderabad,S Arora,6,0,0,0,7
21,Sunrisers Hyderabad,Aniket Verma,7,0,0,0,8
21,Sunrisers Hyderabad,Harsh Dubey,8,0,0,0,9
21,Sunrisers Hyderabad,Shivang Kumar,,0,0,0,10
21,Sunrisers Hyderabad,PP Hinge,,0,0,0,11
21,Sunrisers Hyderabad,E Malinga,,0,0,1,12
21,Rajasthan Royals,Sandeep Sharma,,0,0,0,1
21,Rajasthan Royals,YBK Jaiswal,1,0,0,0,2
21,Rajasthan Royals,V Suryavanshi,2,0,0,0,3
21,Rajasthan Royals,Dhruv Jurel,3,0,1,0,4
21,Rajasthan Royals,LG Pretorius,4,0,0,0,5
21,Rajasthan Royals,R Parag,5,1,0,0,6
21,Rajasthan Royals,RA Jadeja,6,0,0,0,7
21,Rajasthan Royals,D Ferreira,7,0,0,0,8
21,Rajasthan Royals,JC Archer,8,0,0,0,9
21,Rajasthan Royals,TU Deshpande,9,0,0,0,10
21,Rajasthan Royals,Ravi Bishnoi,10,0,0,0,11
21,Rajasthan Royals,N Burger,11,0,0,1,12
22,Chennai Super Kings,AJ Hosein,,0,0,0,1
22,Chennai Super Kings,SV Samson,1,0,1,0,2
22,Chennai Super Kings,RD Gaikwad,2,1,0,0,3
22,Chennai Super Kings,A Mhatre,3,0,0,0,4
22,Chennai Super Kings,D Brevis,4,0,0,0,5
22,Chennai Super Kings,SN Khan,5,0,0,0,6
22,Chennai Super Kings,S Dube,6,0,0,0,7
22,Chennai Super Kings,J Overton,7,0,0,0,8
22,Chennai Super Kings,Noor Ahmad,,0,0,0,9
22,Chennai Super Kings,A Kamboj,,0,0,0,10
22,Chennai Super Kings,Gurjapneet Singh,,0,0,0,11
22,Chennai Super Kings,KK Ahmed,,0,0,1,12
22,Kolkata Knight Riders,CV Varun,,0,0,0,1
22,Kolkata Knight Riders,FH Allen,1,0,0,0,2
22,Kolkata Knight Riders,SP Narine,2,0,0,0,3
22,Kolkata Knight Riders,AM Rahane,3,1,0,0,4
22,Kolkata Knight Riders,A Raghuvanshi,4,0,0,0,5
22,Kolkata Knight Riders,RK Singh,5,0,0,0,6
22,Kolkata Knight Riders,C Green,6,0,0,0,7
22,Kolkata Knight Riders,R Powell,7,0,0,0,8
22,Kolkata Knight Riders,Ramandeep Singh,8,0,0,0,9
22,Kolkata Knight Riders,AS Roy,9,0,0,0,10
22,Kolkata Knight Riders,VG Arora,,0,0,0,11
22,Kolkata Knight Riders,Kartik Tyagi,,0,0,1,12
23,Lucknow Super Giants,MR Marsh,1,0,0,0,1
23,Lucknow Super Giants,AK Markram,2,0,0,0,2
23,Lucknow Super Giants,RR Pant,3,0,0,0,3
23,Lucknow Super Giants,N Pooran,4,0,0,0,4
23,Lucknow Super Giants,A Badoni,5,0,0,0,5
23,Lucknow Super Giants,Abdul Samad,6,0,0,0,6
23,Lucknow Super Giants,MD Choudhary,7,0,0,0,7
23,Lucknow Super Giants,GF Linde,8,0,0,0,8
23,Lucknow Super Giants,Mohammed Shami,9,0,0,0,9
23,Lucknow Super Giants,Avesh Khan,10,0,0,0,10
23,Lucknow Super Giants,DS Rathi,11,0,0,0,11
23,Lucknow Super Giants,Prince Yadav,,0,0,1,12
23,Royal Challengers Bengaluru,Suyash Sharma,,0,0,0,1
23,Royal Challengers Bengaluru,PD Salt,1,0,0,0,2
23,Royal Challengers Bengaluru,V Kohli,2,0,0,0,3
23,Royal Challengers Bengaluru,D Padikkal,3,0,0,0,4
23,Royal Challengers Bengaluru,RM Patidar,4,1,0,0,5
23,Royal Challengers Bengaluru,JM Sharma,5,0,1,0,6
23,Royal Challengers Bengaluru,TH David,6,0,0,0,7
23,Royal Challengers Bengaluru,R Shepherd,7,0,0,0,8
23,Royal Challengers Bengaluru,KH Pandya,,0,0,0,9
23,Royal Challengers Bengaluru,B Kumar,,0,0,0,10
23,Royal Challengers Bengaluru,Rasikh Salam,,0,0,0,11
23,Royal Challengers Bengaluru,JR Hazlewood,,0,0,1,12
24,Mumbai Indians,AM Ghazanfar,,0,0,0,1
24,Mumbai Indians,RD Rickelton,1,0,0,0,2
24,Mumbai Indians,Q de Kock,2,0,1,0,3
24,Mumbai Indians,SA Yadav,3,0,0,0,4
24,Mumbai Indians,Naman Dhir,4,0,0,0,5
24,Mumbai Indians,HH Pandya,5,1,0,0,6
24,Mumbai Indians,SE Rutherford,6,0,0,0,7
24,Mumbai Indians,Tilak Varma,7,0,0,0,8
24,Mumbai Indians,Mayank Rawat,8,0,0,0,9
24,Mumbai Indians,SN Thakur,,0,0,0,10
24,Mumbai Indians,DL Chahar,,0,0,0,11
24,Mumbai Indians,JJ Bumrah,,0,0,1,12
24,Punjab Kings,Priyansh Arya,1,0,0,0,1
24,Punjab Kings,P Simran Singh,2,0,1,0,2
24,Punjab Kings,C Connolly,3,0,0,0,3
24,Punjab Kings,SS Iyer,4,1,0,0,4
24,Punjab Kings,MP Stoinis,5,0,0,0,5
24,Punjab Kings,Shashank Singh,,0,0,0,6
24,Punjab Kings,M Jansen,,0,0,0,7
24,Punjab Kings,XC Bartlett,,0,0,0,8
24,Punjab Kings,Vijaykumar Vyshak,,0,0,0,9
24,Punjab Kings,Arshdeep Singh,,0,0,0,10
24,Punjab Kings,YS Chahal,,0,0,0,11
24,Punjab Kings,Punjab Kings Substitute 12,,0,0,1,12
25,Kolkata Knight Riders,CV Varun,,0,0,0,1
25,Kolkata Knight Riders,TL Seifert,1,0,0,0,2
25,Kolkata Knight Riders,AM Rahane,2,1,0,0,3
25,Kolkata Knight Riders,A Raghuvanshi,3,0,0,0,4
25,Kolkata Knight Riders,C Green,4,0,0,0,5
25,Kolkata Knight Riders,R Powell,5,0,0,0,6
25,Kolkata Knight Riders,AS Roy,6,0,0,0,7
25,Kolkata Knight Riders,RK Singh,7,0,0,0,8
25,Kolkata Knight Riders,Ramandeep Singh,8,0,0,0,9
25,Kolkata Knight Riders,SP Narine,9,0,0,0,10
25,Kolkata Knight Riders,Kartik Tyagi,10,0,0,0,11
25,Kolkata Knight Riders,VG Arora,11,0,0,1,12
25,Gujarat Titans,M Prasidh Krishna,,0,0,0,1
25,Gujarat Titans,B Sai Sudharsan,1,0,0,0,2
25,Gujarat Titans,Shubman Gill,2,1,0,0,3
25,Gujarat Titans,JC Buttler,3,0,1,0,4
25,Gujarat Titans,Washington Sundar,4,0,0,0,5
25,Gujarat Titans,GD Phillips,5,0,0,0,6
25,Gujarat Titans,R Tewatia,6,0,0,0,7
25,Gujarat Titans,M Shahrukh Khan,7,0,0,0,8
25,Gujarat Titans,Rashid Khan,,0,0,0,9
25,Gujarat Titans,Ashok Sharma,,0,0,0,10
25,Gujarat Titans,K Rabada,,0,0,0,11
25,Gujarat Titans,Mohammed Siraj,,0,0,1,12
26,Royal Challengers Bengaluru,PD Salt,1,0,0,0,1
26,Royal Challengers Bengaluru,V Kohli,2,0,0,0,2
26,Royal Challengers Bengaluru,D Padikkal,3,0,0,0,3
26,Royal Challengers Bengaluru,RM Patidar,4,1,0,0,4
26,Royal Challengers Bengaluru,TH David,5,0,0,0,5
26,Royal Challengers Bengaluru,JM Sharma,6,0,1,0,6
26,Royal Challengers Bengaluru,R Shepherd,7,0,0,0,7
26,Royal Challengers Bengaluru,KH Pandya,8,0,0,0,8
26,Royal Challengers Bengaluru,Rasikh Salam,9,0,0,0,9
26,Royal Challengers Bengaluru,B Kumar,10,0,0,0,10
26,Royal Challengers Bengaluru,Suyash Sharma,,0,0,0,11
26,Royal Challengers Bengaluru,JR Hazlewood,,0,0,1,12
26,Delhi Capitals,Mukesh Kumar,,0,0,0,1
26,Delhi Capitals,P Nissanka,1,0,0,0,2
26,Delhi Capitals,KL Rahul,2,1,1,0,3
26,Delhi Capitals,KK Nair,3,0,0,0,4
26,Delhi Capitals,Sameer Rizvi,4,0,0,0,5
26,Delhi Capitals,T Stubbs,5,0,0,0,6
26,Delhi Capitals,AR Patel,6,1,0,0,7
26,Delhi Capitals,DA Miller,7,0,0,0,8
26,Delhi Capitals,Auqib Nabi,,0,0,0,9
26,Delhi Capitals,L Ngidi,,0,0,0,10
26,Delhi Capitals,Kuldeep Yadav,,0,0,0,11
26,Delhi Capitals,T Natarajan,,0,0,1,12
27,Sunrisers Hyderabad,Abhishek Sharma,1,0,0,0,1
27,Sunrisers Hyderabad,TM Head,2,0,0,0,2
27,Sunrisers Hyderabad,Ishan Kishan,3,1,1,0,3
27,Sunrisers Hyderabad,H Klaasen,4,0,1,0,4
27,Sunrisers Hyderabad,Aniket Verma,5,0,0,0,5
27,Sunrisers Hyderabad,Nithish Kumar Reddy,6,0,0,0,6
27,Sunrisers Hyderabad,S Arora,7,0,0,0,7
27,Sunrisers Hyderabad,LS Livingstone,8,0,0,0,8
27,Sunrisers Hyderabad,Shivang Kumar,9,0,0,0,9
27,Sunrisers Hyderabad,PP Hinge,10,0,0,0,10
27,Sunrisers Hyderabad,Sakib Hussain,,0,0,0,11
27,Sunrisers Hyderabad,E Malinga,,0,0,1,12
27,Chennai Super Kings,Gurjapneet Singh,,0,0,0,1
27,Chennai Super Kings,SV Samson,1,0,1,0,2
27,Chennai Super Kings,RD Gaikwad,2,1,0,0,3
27,Chennai Super Kings,A Mhatre,3,0,0,0,4
27,Chennai Super Kings,MW Short,4,0,0,0,5
27,Chennai Super Kings,SN Khan,5,0,0,0,6
27,Chennai Super Kings,D Brevis,6,0,0,0,7
27,Chennai Super Kings,S Dube,7,0,0,0,8
27,Chennai Super Kings,J Overton,8,0,0,0,9
27,Chennai Super Kings,A Kamboj,9,0,0,0,10
27,Chennai Super Kings,Noor Ahmad,10,0,0,0,11
27,Chennai Super Kings,Mukesh Choudhary,,0,0,1,12
28,Rajasthan Royals,Yash Raj Punja,,0,0,0,1
28,Rajasthan Royals,YBK Jaiswal,1,0,0,0,2
28,Rajasthan Royals,V Suryavanshi,2,0,0,0,3
28,Rajasthan Royals,Dhruv Jurel,3,0,1,0,4
28,Rajasthan Royals,R Parag,4,1,0,0,5
28,Rajasthan Royals,SO Hetmyer,5,0,0,0,6
28,Rajasthan Royals,D Ferreira,6,0,0,0,7
28,Rajasthan Royals,RA Jadeja,7,0,0,0,8
28,Rajasthan Royals,JC Archer,8,0,0,0,9
28,Rajasthan Royals,Ravi Bishnoi,9,0,0,0,10
28,Rajasthan Royals,Brijesh Sharma,10,0,0,0,11
28,Rajasthan Royals,N Burger,,0,0,1,12
28,Kolkata Knight Riders,CV Varun,,0,0,0,1
28,Kolkata Knight Riders,TL Seifert,1,0,0,0,2
28,Kolkata Knight Riders,AM Rahane,2,1,0,0,3
28,Kolkata Knight Riders,A Raghuvanshi,3,0,0,0,4
28,Kolkata Knight Riders,C Green,4,0,0,0,5
28,Kolkata Knight Riders,R Powell,5,0,0,0,6
28,Kolkata Knight Riders,RK Singh,6,0,0,0,7
28,Kolkata Knight Riders,Ramandeep Singh,7,0,0,0,8
28,Kolkata Knight Riders,AS Roy,8,0,0,0,9
28,Kolkata Knight Riders,SP Narine,,0,0,0,10
28,Kolkata Knight Riders,VG Arora,,0,0,0,11
28,Kolkata Knight Riders,Kartik Tyagi,,0,0,1,12
29,Punjab Kings,Vijaykumar Vyshak,,0,0,0,1
29,Punjab Kings,Priyansh Arya,1,0,0,0,2
29,Punjab Kings,P Simran Singh,2,0,1,0,3
29,Punjab Kings,C Connolly,3,0,0,0,4
29,Punjab Kings,SS Iyer,4,1,0,0,5
29,Punjab Kings,MP Stoinis,5,0,0,0,6
29,Punjab Kings,N Wadhera,6,0,0,0,7
29,Punjab Kings,Shashank Singh,7,0,0,0,8
29,Punjab Kings,M Jansen,8,0,0,0,9
29,Punjab Kings,XC Bartlett,,0,0,0,10
29,Punjab Kings,Arshdeep Singh,,0,0,0,11
29,Punjab Kings,YS Chahal,,0,0,1,12
29,Lucknow Super Giants,Mohsin Khan,,0,0,0,1
29,Lucknow Super Giants,MR Marsh,1,0,0,0,2
29,Lucknow Super Giants,A Badoni,2,0,0,0,3
29,Lucknow Super Giants,RR Pant,3,0,0,0,4
29,Lucknow Super Giants,N Pooran,4,0,0,0,5
29,Lucknow Super Giants,AK Markram,5,0,0,0,6
29,Lucknow Super Giants,MD Choudhary,6,0,0,0,7
29,Lucknow Super Giants,Himmat Singh,7,0,0,0,8
29,Lucknow Super Giants,Mohammed Shami,,0,0,0,9
29,Lucknow Super Giants,Avesh Khan,,0,0,0,10
29,Lucknow Super Giants,Prince Yadav,,0,0,0,11
29,Lucknow Super Giants,M Siddharth,,0,0,1,12
30,Mumbai Indians,Q de Kock,1,0,1,0,1
30,Mumbai Indians,DV Malewar,2,0,0,0,2
30,Mumbai Indians,Naman Dhir,3,0,0,0,3
30,Mumbai Indians,SA Yadav,4,0,0,0,4
30,Mumbai Indians,Tilak Varma,5,0,0,0,5
30,Mumbai Indians,HH Pandya,6,1,0,0,6
30,Mumbai Indians,SE Rutherford,7,0,0,0,7
30,Mumbai Indians,MJ Santner,,0,0,0,8
30,Mumbai Indians,Krish Bhagat,,0,0,0,9
30,Mumbai Indians,JJ Bumrah,,0,0,0,10
30,Mumbai Indians,AM Ghazanfar,,0,0,0,11
30,Mumbai Indians,Ashwani Kumar,,0,0,1,12
30,Gujarat Titans,M Prasidh Krishna,,0,0,0,1
30,Gujarat Titans,B Sai Sudharsan,1,0,0,0,2
30,Gujarat Titans,Shubman Gill,2,1,0,0,3
30,Gujarat Titans,JC Buttler,3,0,1,0,4
30,Gujarat Titans,Washington Sundar,4,0,0,0,5
30,Gujarat Titans,GD Phillips,5,0,0,0,6
30,Gujarat Titans,R Tewatia,6,0,0,0,7
30,Gujarat Titans,M Shahrukh Khan,7,0,0,0,8
30,Gujarat Titans,Rashid Khan,8,0,0,0,9
30,Gujarat Titans,K Rabada,9,0,0,0,10
30,Gujarat Titans,Ashok Sharma,10,0,0,0,11
30,Gujarat Titans,Mohammed Siraj,11,0,0,1,12
31,Sunrisers Hyderabad,D Madushanka,,0,0,0,1
31,Sunrisers Hyderabad,Abhishek Sharma,1,0,0,0,2
31,Sunrisers Hyderabad,TM Head,2,0,0,0,3
31,Sunrisers Hyderabad,Ishan Kishan,3,1,1,0,4
31,Sunrisers Hyderabad,H Klaasen,4,0,1,0,5
31,Sunrisers Hyderabad,S Arora,,0,0,0,6
31,Sunrisers Hyderabad,Aniket Verma,,0,0,0,7
31,Sunrisers Hyderabad,Nithish Kumar Reddy,,0,0,0,8
31,Sunrisers Hyderabad,Shivang Kumar,,0,0,0,9
31,Sunrisers Hyderabad,Harsh Dubey,,0,0,0,10
31,Sunrisers Hyderabad,Sakib Hussain,,0,0,0,11
31,Sunrisers Hyderabad,E Malinga,,0,0,1,12
31,Delhi Capitals,Mukesh Kumar,,0,0,0,1
31,Delhi Capitals,P Nissanka,1,0,0,0,2
31,Delhi Capitals,KL Rahul,2,1,1,0,3
31,Delhi Capitals,N Rana,3,0,0,0,4
31,Delhi Capitals,Sameer Rizvi,4,0,0,0,5
31,Delhi Capitals,DA Miller,5,0,0,0,6
31,Delhi Capitals,T Stubbs,6,0,0,0,7
31,Delhi Capitals,Ashutosh Sharma,7,0,0,0,8
31,Delhi Capitals,AR Patel,8,1,0,0,9
31,Delhi Capitals,Kuldeep Yadav,9,0,0,0,10
31,Delhi Capitals,L Ngidi,10,0,0,0,11
31,Delhi Capitals,T Natarajan,,0,0,1,12
32,Rajasthan Royals,YBK Jaiswal,1,0,0,0,1
32,Rajasthan Royals,V Suryavanshi,2,0,0,0,2
32,Rajasthan Royals,Dhruv Jurel,3,0,1,0,3
32,Rajasthan Royals,R Parag,4,1,0,0,4
32,Rajasthan Royals,SO Hetmyer,5,0,0,0,5
32,Rajasthan Royals,RA Jadeja,6,0,0,0,6
32,Rajasthan Royals,D Ferreira,7,0,0,0,7
32,Rajasthan Royals,SB Dubey,8,0,0,0,8
32,Rajasthan Royals,JC Archer,,0,0,0,9
32,Rajasthan Royals,N Burger,,0,0,0,10
32,Rajasthan Royals,Brijesh Sharma,,0,0,0,11
32,Rajasthan Royals,Ravi Bishnoi,,0,0,1,12
32,Lucknow Super Giants,Prince Yadav,,0,0,0,1
32,Lucknow Super Giants,MR Marsh,1,0,0,0,2
32,Lucknow Super Giants,A Badoni,2,0,0,0,3
32,Lucknow Super Giants,RR Pant,3,0,0,0,4
32,Lucknow Super Giants,AK Markram,4,0,0,0,5
32,Lucknow Super Giants,N Pooran,5,0,0,0,6
32,Lucknow Super Giants,Himmat Singh,6,0,0,0,7
32,Lucknow Super Giants,MD Choudhary,7,0,0,0,8
32,Lucknow Super Giants,Mohammed Shami,8,0,0,0,9
32,Lucknow Super Giants,MP Yadav,9,0,0,0,10
32,Lucknow Super Giants,DS Rathi,10,0,0,0,11
32,Lucknow Super Giants,Mohsin Khan,11,0,0,1,12
33,Chennai Super Kings,SV Samson,1,0,1,0,1
33,Chennai Super Kings,RD Gaikwad,2,1,0,0,2
33,Chennai Super Kings,SN Khan,3,0,0,0,3
33,Chennai Super Kings,S Dube,4,0,0,0,4
33,Chennai Super Kings,D Brevis,5,0,0,0,5
33,Chennai Super Kings,Kartik Sharma,6,0,0,0,6
33,Chennai Super Kings,J Overton,7,0,0,0,7
33,Chennai Super Kings,AJ Hosein,8,0,0,0,8
33,Chennai Super Kings,Noor Ahmad,,0,0,0,9
33,Chennai Super Kings,A Kamboj,,0,0,0,10
33,Chennai Super Kings,Mukesh Choudhary,,0,0,0,11
33,Chennai Super Kings,Gurjapneet Singh,,0,0,1,12
33,Mumbai Indians,MJ Santner,,0,0,0,1
33,Mumbai Indians,AM Ghazanfar,,0,0,0,2
33,Mumbai Indians,Q de Kock,1,0,1,0,3
33,Mumbai Indians,DV Malewar,2,0,0,0,4
33,Mumbai Indians,Naman Dhir,3,0,0,0,5
33,Mumbai Indians,SA Yadav,4,0,0,0,6
33,Mumbai Indians,Tilak Varma,5,0,0,0,7
33,Mumbai Indians,HH Pandya,6,1,0,0,8
33,Mumbai Indians,SE Rutherford,7,0,0,0,9
33,Mumbai Indians,SN Thakur,8,0,0,0,10
33,Mumbai Indians,Krish Bhagat,9,0,0,0,11
33,Mumbai Indians,Ashwani Kumar,10,0,0,1,12
34,Gujarat Titans,R Tewatia,,0,0,0,1
34,Gujarat Titans,B Sai Sudharsan,1,0,0,0,2
34,Gujarat Titans,Shubman Gill,2,1,0,0,3
34,Gujarat Titans,JC Buttler,3,0,1,0,4
34,Gujarat Titans,Washington Sundar,4,0,0,0,5
34,Gujarat Titans,JO Holder,5,0,0,0,6
34,Gujarat Titans,M Shahrukh Khan,,0,0,0,7
34,Gujarat Titans,Rashid Khan,,0,0,0,8
34,Gujarat Titans,MJ Suthar,,0,0,0,9
34,Gujarat Titans,K Rabada,,0,0,0,10
34,Gujarat Titans,Mohammed Siraj,,0,0,0,11
34,Gujarat Titans,M Prasidh Krishna,,0,0,1,12
34,Royal Challengers Bengaluru,Suyash Sharma,,0,0,0,1
34,Royal Challengers Bengaluru,JG Bethell,1,0,0,0,2
34,Royal Challengers Bengaluru,V Kohli,2,0,0,0,3
34,Royal Challengers Bengaluru,D Padikkal,3,0,0,0,4
34,Royal Challengers Bengaluru,RM Patidar,4,1,0,0,5
34,Royal Challengers Bengaluru,JM Sharma,5,0,1,0,6
34,Royal Challengers Bengaluru,TH David,6,0,0,0,7
34,Royal Challengers Bengaluru,KH Pandya,7,0,0,0,8
34,Royal Challengers Bengaluru,R Shepherd,,0,0,0,9
34,Royal Challengers Bengaluru,B Kumar,,0,0,0,10
34,Royal Challengers Bengaluru,JR Hazlewood,,0,0,0,11
34,Royal Challengers Bengaluru,Rasikh Salam,,0,0,1,12
35,Delhi Capitals,Auqib Nabi,,0,0,0,1
35,Delhi Capitals,V Nigam,,0,0,0,2
35,Delhi Capitals,P Nissanka,1,0,0,0,3
35,Delhi Capitals,KL Rahul,2,1,1,0,4
35,Delhi Capitals,N Rana,3,0,0,0,5
35,Delhi Capitals,DA Miller,4,0,0,0,6
35,Delhi Capitals,Sameer Rizvi,,0,0,0,7
35,Delhi Capitals,AR Patel,,1,0,0,8
35,Delhi Capitals,T Stubbs,,0,0,0,9
35,Delhi Capitals,L Ngidi,,0,0,0,10
35,Delhi Capitals,Kuldeep Yadav,,0,0,0,11
35,Delhi Capitals,T Natarajan,,0,0,1,12
35,Punjab Kings,YS Chahal,,0,0,0,1
35,Punjab Kings,Priyansh Arya,1,0,0,0,2
35,Punjab Kings,P Simran Singh,2,0,1,0,3
35,Punjab Kings,C Connolly,3,0,0,0,4
35,Punjab Kings,SS Iyer,4,1,0,0,5
35,Punjab Kings,N Wadhera,5,0,0,0,6
35,Punjab Kings,Shashank Singh,6,0,0,0,7
35,Punjab Kings,MP Stoinis,,0,0,0,8
35,Punjab Kings,M Jansen,,0,0,0,9
35,Punjab Kings,XC Bartlett,,0,0,0,10
35,Punjab Kings,Vijaykumar Vyshak,,0,0,0,11
35,Punjab Kings,Arshdeep Singh,,0,0,1,12
36,Rajasthan Royals,Ravi Bishnoi,,0,0,0,1
36,Rajasthan Royals,YBK Jaiswal,1,0,0,0,2
36,Rajasthan Royals,V Suryavanshi,2,0,0,0,3
36,Rajasthan Royals,Dhruv Jurel,3,0,1,0,4
36,Rajasthan Royals,R Parag,4,1,0,0,5
36,Rajasthan Royals,D Ferreira,5,0,0,0,6
36,Rajasthan Royals,SO Hetmyer,6,0,0,0,7
36,Rajasthan Royals,RA Jadeja,7,0,0,0,8
36,Rajasthan Royals,JC Archer,8,0,0,0,9
36,Rajasthan Royals,TU Deshpande,,0,0,0,10
36,Rajasthan Royals,N Burger,,0,0,0,11
36,Rajasthan Royals,Brijesh Sharma,,0,0,1,12
36,Sunrisers Hyderabad,Sakib Hussain,,0,0,0,1
36,Sunrisers Hyderabad,TM Head,1,0,0,0,2
36,Sunrisers Hyderabad,Abhishek Sharma,2,0,0,0,3
36,Sunrisers Hyderabad,Ishan Kishan,3,1,1,0,4
36,Sunrisers Hyderabad,H Klaasen,4,0,1,0,5
36,Sunrisers Hyderabad,Nithish Kumar Reddy,5,0,0,0,6
36,Sunrisers Hyderabad,S Arora,6,0,0,0,7
36,Sunrisers Hyderabad,Aniket Verma,7,0,0,0,8
36,Sunrisers Hyderabad,PJ Cummins,,1,0,0,9
36,Sunrisers Hyderabad,Shivang Kumar,,0,0,0,10
36,Sunrisers Hyderabad,E Malinga,,0,0,0,11
36,Sunrisers Hyderabad,PP Hinge,,0,0,1,12
37,Chennai Super Kings,SV Samson,1,0,1,0,1
37,Chennai Super Kings,RD Gaikwad,2,1,0,0,2
37,Chennai Super Kings,Urvil Patel,3,0,1,0,3
37,Chennai Super Kings,SN Khan,4,0,0,0,4
37,Chennai Super Kings,D Brevis,5,0,0,0,5
37,Chennai Super Kings,S Dube,6,0,0,0,6
37,Chennai Super Kings,Kartik Sharma,7,0,0,0,7
37,Chennai Super Kings,J Overton,8,0,0,0,8
37,Chennai Super Kings,AJ Hosein,9,0,0,0,9
37,Chennai Super Kings,Noor Ahmad,,0,0,0,10
37,Chennai Super Kings,A Kamboj,,0,0,0,11
37,Chennai Super Kings,Gurjapneet Singh,,0,0,1,12
37,Gujarat Titans,B Sai Sudharsan,1,0,0,0,1
37,Gujarat Titans,Shubman Gill,2,1,0,0,2
37,Gujarat Titans,JC Buttler,3,0,1,0,3
37,Gujarat Titans,Washington Sundar,4,0,0,0,4
37,Gujarat Titans,M Shahrukh Khan,,0,0,0,5
37,Gujarat Titans,JO Holder,,0,0,0,6
37,Gujarat Titans,Rashid Khan,,0,0,0,7
37,Gujarat Titans,Arshad Khan,,0,0,0,8
37,Gujarat Titans,K Rabada,,0,0,0,9
37,Gujarat Titans,Mohammed Siraj,,0,0,0,10
37,Gujarat Titans,MJ Suthar,,0,0,0,11
37,Gujarat Titans,Gujarat Titans Substitute 12,,0,0,1,12
38,Kolkata Knight Riders,CV Varun,,0,0,0,1
38,Kolkata Knight Riders,AM Rahane,,1,0,0,2
38,Kolkata Knight Riders,TL Seifert,,0,0,0,3
38,Kolkata Knight Riders,A Raghuvanshi,,0,0,0,4
38,Kolkata Knight Riders,C Green,,0,0,0,5
38,Kolkata Knight Riders,R Powell,2,0,0,0,6
38,Kolkata Knight Riders,RK Singh,1,0,0,0,7
38,Kolkata Knight Riders,AS Roy,,0,0,0,8
38,Kolkata Knight Riders,Ramandeep Singh,,0,0,0,9
38,Kolkata Knight Riders,SP Narine,,0,0,0,10
38,Kolkata Knight Riders,VG Arora,,0,0,0,11
38,Kolkata Knight Riders,Kartik Tyagi,,0,0,1,12
38,Lucknow Super Giants,Mohsin Khan,,0,0,0,1
38,Lucknow Super Giants,AK Markram,2,0,0,0,2
38,Lucknow Super Giants,MR Marsh,,0,0,0,3
38,Lucknow Super Giants,RR Pant,3,0,0,0,4
38,Lucknow Super Giants,N Pooran,1,0,0,0,5
38,Lucknow Super Giants,A Badoni,,0,0,0,6
38,Lucknow Super Giants,MD Choudhary,,0,0,0,7
38,Lucknow Super Giants,Himmat Singh,,0,0,0,8
38,Lucknow Super Giants,GF Linde,,0,0,0,9
38,Lucknow Super Giants,Mohammed Shami,,0,0,0,10
38,Lucknow Super Giants,Prince Yadav,,0,0,0,11
38,Lucknow Super Giants,DS Rathi,,0,0,1,12
39,Delhi Capitals,SU Parakh,1,0,0,0,1
39,Delhi Capitals,KL Rahul,2,1,1,0,2
39,Delhi Capitals,N Rana,3,0,0,0,3
39,Delhi Capitals,Sameer Rizvi,4,0,0,0,4
39,Delhi Capitals,T Stubbs,5,0,0,0,5
39,Delhi Capitals,AR Patel,6,1,0,0,6
39,Delhi Capitals,Abishek Porel,7,0,0,0,7
39,Delhi Capitals,DA Miller,8,0,0,0,8
39,Delhi Capitals,KA Jamieson,9,0,0,0,9
39,Delhi Capitals,Kuldeep Yadav,10,0,0,0,10
